;dateConvention_ademe;nomBeneficiaire_ademe;montant_ademe;pourcentageSubvention_ademe;DEPET_ademe;naf1etlib_ademe;naf2etlib_ademe;naf3etlib_ademe;naf4etlib_ademe;naf5etlib_ademe;id_mt;environmentalTopics_mt;fundingTypes_mt;subventionRateUpperBound_mt;subventionRateLowerBound_mt;applicationStartDate_mt;result
848;2018-09-26;DEUX-SEVRES HABITAT;34174.0;1.0;79;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de logements;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
849;2021-04-26;VIE DE CHATEAU;5530.0;1.0;06;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail d'autres équipements du foyer en magasin spécialisé;Commerce de détail de meubles, appareils d'éclairage et autres articles de ménage en magasin spécialisé;Commerce de détail de meubles;40;[{'name': 'Développement de filières recyclage', 'id': 31}];['Subvention'];;;2021-11-09T15:42:41+00:00;0
850;2021-03-15;COMMUNAUTE DE COMMUNES DES COEVRONS;5600.0;1.0;53;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale;395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
851;2019-02-11;L AGRI MODE;7251.0;1.0;34;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Cultures non permanentes;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
852;2020-11-12;BASF AGRI PRODUCTION SAS;7000.0;1.0;76;Industrie manufacturière;Industrie chimique;Fabrication de pesticides et d'autres produits agrochimiques;Fabrication de pesticides et d'autres produits agrochimiques;Fabrication de pesticides et d'autres produits agrochimiques;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
853;2020-02-28;PROSERPINE;2940.0;1.0;49;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de terrains et d'autres biens immobiliers;268;[{'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
854;2019-02-18;POT CONCEPT;11550.0;1.0;97;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Reproduction de plantes;Reproduction de plantes;Reproduction de plantes;266;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
855;2019-04-18;ASSOCIATION NOTRE DAME DU LAUS;11312.0;1.0;05;Autres activités de services;Activités des organisations associatives;Activités des autres organisations associatives;Activités des organisations religieuses;Activités des organisations religieuses;266;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
856;2019-11-29;C & K COMPONENTS SAS;5500.0;1.0;39;Industrie manufacturière;Fabrication de produits informatiques, électroniques et optiques;Fabrication de composants et cartes électroniques;Fabrication de composants électroniques;Fabrication de composants électroniques;269;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
857;2020-11-27;SYNDICAT INTERCOMMUNAL D ENERGIES D EQUIPEMENT ET D ENVIRONNEMENT DE LA NIEVRE;217860.0;1.0;58;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique (tutelle) des activités économiques;Administration publique (tutelle) des activités économiques;395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
858;2020-11-27;SYNDICAT INTERCOMMUNAL D ENERGIES D EQUIPEMENT ET D ENVIRONNEMENT DE LA NIEVRE;217860.0;1.0;58;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique (tutelle) des activités économiques;Administration publique (tutelle) des activités économiques;185;[{'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}];['Subvention'];55.0;;2021-11-09T15:42:41+00:00;0
859;2021-03-15;FRUIT RIDE;5000.0;1.0;44;Industrie manufacturière;Industries alimentaires;Transformation et conservation de fruits et légumes;Autre transformation et conservation de fruits et légumes;Transformation et conservation de fruits;395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
860;2021-04-20;COMMUNE D'ARNAGE;11193.0;1.0;72;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
861;2021-04-20;COMMUNE D'ARNAGE;11193.0;1.0;72;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale;274;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
862;2018-09-28;UNIVERSITE DE BESANCON;10899.0;1.0;25;Enseignement;Enseignement;Enseignement supérieur et post-secondaire non supérieur;Enseignement supérieur;Enseignement supérieur;190;[{'name': 'Réduction du gaspillage', 'id': 9}];['Subvention'];55.0;;2021-11-09T15:42:42+00:00;0
863;2019-02-11;SCI LAURENS BESSIERE;2100.0;1.0;48;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de logements;268;[{'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
864;2021-04-21;CAVAL;10040.0;1.0;92;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Autres commerces de détail en magasin spécialisé;Commerce de détail d'habillement en magasin spécialisé;Commerce de détail d'habillement en magasin spécialisé;268;[{'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
865;2021-03-01;SYNDICAT MIXTE DEPARTEMENTAL POUR LA VALORISATION DES DECHETS MENAGERS ET ASSIMILES;3456.25;1.0;81;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"Collecte, traitement et élimination des déchets ; récupération";Traitement et élimination des déchets;Traitement et élimination des déchets non dangereux;Traitement et élimination des déchets non dangereux;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
866;2021-03-01;SYNDICAT MIXTE DEPARTEMENTAL POUR LA VALORISATION DES DECHETS MENAGERS ET ASSIMILES;3456.25;1.0;81;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"Collecte, traitement et élimination des déchets ; récupération";Traitement et élimination des déchets;Traitement et élimination des déchets non dangereux;Traitement et élimination des déchets non dangereux;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
867;2018-09-28;COMMUNE D'ARCEY;1575.0;1.0;25;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale;190;[{'name': 'Réduction du gaspillage', 'id': 9}];['Subvention'];55.0;;2021-11-09T15:42:42+00:00;0
868;2021-04-07;DISTRIWIT;7300.0;1.0;68;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail en magasin non spécialisé;Commerce de détail en magasin non spécialisé à prédominance alimentaire;Supermarchés;266;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
869;2019-04-15;COMMUNE DE SURESNES;6975.0;1.0;92;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale;266;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
870;2019-05-17;COMMUNE DE LEVIE;35126.0;1.0;2A;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale;395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
871;2018-10-02;CTRE COM ACTION SOCIALE DE SOUSTONS;23380.0;1.0;40;Santé humaine et action sociale;Action sociale sans hébergement;Autre action sociale sans hébergement;Autre action sociale sans hébergement n.c.a.;Action sociale sans hébergement n.c.a.;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
872;2021-03-26;IMPRIMERIE THORAX;5400.0;1.0;54;Industrie manufacturière;Imprimerie et reproduction d'enregistrements;Imprimerie et services annexes;Autre imprimerie (labeur);Autre imprimerie (labeur);268;[{'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
873;2019-07-09;SYNDICAT MIXTE POUR LE SCHEMA DE COHERENCE TERRITORIALE DU GRAND DOUAISIS;111381.0;1.0;59;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique (tutelle) des activités économiques;Administration publique (tutelle) des activités économiques;266;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
874;2021-04-27;LANKEMAB;5100.0;1.0;44;Activités spécialisées, scientifiques et techniques;"Activités des sièges sociaux ; conseil de gestion";Activités des sièges sociaux;Activités des sièges sociaux;Activités des sièges sociaux;266;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
875;2021-03-30;BUGNOT 52;34665.0;1.0;52;Industrie manufacturière;Fabrication de machines et équipements n.c.a.;Fabrication de machines agricoles et forestières;Fabrication de machines agricoles et forestières;Fabrication de machines agricoles et forestières;268;[{'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
876;2018-10-22;S.M. D'ETUDES ET DE TRAITEMENT DES DECHETS;29163.75;1.0;71;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"Collecte, traitement et élimination des déchets ; récupération";Collecte des déchets;Collecte des déchets non dangereux;Collecte des déchets non dangereux;274;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
877;2021-03-26;RODESCHINI SAS;21500.0;1.0;70;Construction;Travaux de construction spécialisés;Autres travaux de construction spécialisés;Autres travaux de construction spécialisés n.c.a.;Travaux de maçonnerie générale et gros œuvre de bâtiment;181;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:42+00:00;0
878;2021-03-26;ODYSSEE ENVIRONNEMENT;3675.0;1.0;72;Industrie manufacturière;Industrie chimique;Fabrication d'autres produits chimiques;Fabrication d'autres produits chimiques n.c.a.;Fabrication d'autres produits chimiques n.c.a.;266;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
